,title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id,used_params
47,China walks a fine line on Russia even after Moscow's invasion of Ukraine.,Amy Qin,2022-02-24 10:23:33,full,https://www.nytimes.com/live/2022/02/24/world/russia-ukraine-putin,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",nytimes.com,39,news,US,en,"['Amy Qin', 'Patti Cohen', 'Steven Erlanger', 'Chevaz Clarke-Williams', 'Safak Timur', 'Austin Ramzy', 'Valerie Hopkins', 'Monika Pronczuk', 'Michael Schwirtz', 'Constant Meheut']",https://static01.nyt.com/images/2022/03/23/world/23ukraine-briefing-china-response-sub/merlin_202760706_0ac1246b-8cfe-4beb-8cc5-c10e289e1507-facebookJumbo.jpg,False,,11.795027,7e26040fa864d0a772ef4b8dd4f964b1,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
48,Russian celebrities denounce the military operation.,Ivan Nechepurenko,2022-02-24 13:09:37,full,https://www.nytimes.com/live/2022/02/24/world/russia-attacks-ukraine,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",Copyright 2022 The New York Times Company,39,news,US,en,['Ivan Nechepurenko'],https://static01.nyt.com/images/2022/02/24/world/24ukraine-briefing-celebrities/24ukraine-briefing-celebrities-facebookJumbo.jpg,False,,11.795027,813f1fae140deabf72c4b953bdbae7fe,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
49,Dozens of soldiers are killed as Ukraine tries to mount an ‘all-out defense.',"Michael Schwirtz, Valerie Hopkins and Andrew E. Kramer",2022-02-24 12:15:38,full,https://www.nytimes.com/live/2022/02/24/world/russia-attacks-ukraine,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",Copyright 2022 The New York Times Company,39,news,US,en,"['Michael Schwirtz, Valerie Hopkins and Andrew E. Kramer']",https://static01.nyt.com/images/2022/03/23/world/23ukraine-briefing-ukraine-fighting-back/23ukraine-briefing-ukraine-fighting-back-facebookJumbo.jpg,False,,11.791987,1ce219f1e5f5d5f4b46704b765262c1c,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
50,Voices from Ukraine: ‘I am so looking forward to peace.',Michael Schwirtz,2022-02-24 10:21:27,full,https://www.nytimes.com/live/2022/02/24/world/russia-ukraine-putin,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",Copyright 2022 The New York Times Company,39,news,US,en,['Michael Schwirtz'],https://static01.nyt.com/images/2022/02/24/world/24ukraine-briefing-schwirtz/24ukraine-briefing-schwirtz-facebookJumbo.jpg,False,,11.791987,a73dfd1756650fbb2f334f5cc9fb786a,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
51,Why Executives Miss What Seems Obvious To Others,"Christian Stadler, Contributor",2022-02-17 07:44:32,full,https://www.forbes.com/sites/christianstadler/2022/02/17/why-executives-miss-what-seems-obvious-to-others,forbes.com,We interpret things in a way that they fit with our own perception of the world. Executives are no different. This creates a problem for those sequestered in the board room.,"Is Colbert making fun of Pelosi or the hosts of conservative talk radio? Getty Images How could media executives fail to see Netflix coming? Why did car managers not jump onto e-vehicles earlier? Did department store bosses really think their business models are fit for e-commerce? To understand how difficult it is see things that do not fit with your perception of how the world works, let's do a little experiment. Here is a short snipped from The Colbert Report, a popular late-night show that aired from 2005 to 2014.",Copyright 2022 Forbes Media LLC,51,business,US,en,"['Christian Stadler, Contributor', 'Christian Stadler, Contributor']",https://imageio.forbes.com/specials-images/imageserve/6203a71d4b2d814b2aba91cf/0x0.jpg?format=jpg&width=1200&fit=bounds,False,@EnduringSuccess,11.778362,4c80c2fe06206ca669645f1cc6029fe8,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
52,Video suggests a possible attack on civilian infrastructure.,Haley Willis and Chevaz Clarke-Williams,2022-02-24 11:01:19,full,https://www.nytimes.com/live/2022/02/24/world/russia-attacks-ukraine,nytimes.com,Video appears to already show a casualty.,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",Copyright 2022 The New York Times Company,39,news,US,en,['Haley Willis and Chevaz Clarke-Williams'],https://static01.nyt.com/images/2022/02/24/video/24vid-ukraine-kharkiv-apartments-cover/24vid-ukraine-kharkiv-apartments-cover-facebookJumbo.png,False,,11.777012,5ea2c5aa2a4e89b95e47aee64c4de408,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
53,"Brompton Bicycle Launches Reinvented Flagship Models, Signals Innovation Ahead",Brompton Bicycle,2022-02-23 13:43:00,full,https://www.prnewswire.com/news-releases/brompton-bicycle-launches-reinvented-flagship-models-signals-innovation-ahead-301488501.html,prnewswire.com,"/PRNewswire/ -- Brompton, the London-based manufacturer of the iconic folding bike, is gearing up for a promising 2022 with a fleet of new, redesigned bikes....","NEW YORK, Feb. 23, 2022 /PRNewswire/ -- Brompton, the London-based manufacturer of the iconic folding bike, is gearing up for a promising 2022 with a fleet of new, redesigned bikes. Represented with a fresh rebranding across its full line of bikes coupled with a host of exciting technologies and innovations, Brompton has released its lightest-ever models, including the T Line - an entirely reinvented 16.4-pound titanium bike - the P Line, a new titanium-steel superlight model, and an upgraded version of its electric bike.",prnewswire.com,216,news,US,en,['Brompton Bicycle'],https://mma.prnewswire.com/media/1752165/Screenshot_2022_02_22_131802.jpg?p=facebook,False,@PRNewswire,11.622892,8f8f1d3280d55c65d11bab239fd83ac0,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
54,AYRO Provides Incremental Corporate Update,Ayro,2022-02-17 13:45:00,timezone unknown,https://finance.yahoo.com/news/ayro-provides-incremental-corporate-130500682.html,yahoo.com,"AUSTIN, Feb. 17, 2022 (GLOBE NEWSWIRE) -- AYRO, Inc. (Nasdaq: AYRO) ('AYRO' or the 'Company'), a designer and manufacturer of electric, purpose-built delivery vehicles and solutions for micro…","AYRO, Inc.

AUSTIN, Feb. 17, 2022 (GLOBE NEWSWIRE) -- AYRO, Inc. (Nasdaq: AYRO) ('AYRO' or the 'Company'), a designer and manufacturer of electric, purpose-built delivery vehicles and solutions for micro distribution, micro mobility, and last-mile delivery, provides an update on recent corporate and strategic initiatives from CEO Thomas Wittenschlaeger:



Dear Shareholders and Investors,

In the business update I provided in mid-December at our Annual Shareholders Meeting, I highlighted a number of initiatives we are currently undertaking at AYRO.",yahoo.com,30,news,US,en,['Ayro'],https://s.yimg.com/uu/api/res/1.2/m5txKXn69xl3k9J7wpyKEA--~B/aD03ODt3PTE3MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/globenewswire.com/c38cd96da7301f8c8ca4f8ec775caecd,False,,11.619035,c4c14a36c7ddd468152c3ca5dcca9324,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
55,How to clear the air in the most polluted cities on Earth,Siobhan McDonough,2022-02-20 13:00:00,full,https://www.vox.com/future-perfect/22937366/air-polluted-city-smog-india-china-beijing,vox.com,How countries like India can have economic growth and cleaner air.,"A smoggy day in Delhi, India.
 
 
 Getty Images/iStockphoto
 
 
 

 The atmosphere has changed in Beijing since the Chinese capital's last Olympics in 2008. While the Summer Games 14 years ago were meant to be a forward-looking celebration of China taking its place on the world stage, the 2022 Winter Olympics have a markedly dourer tone, hamstrung by Covid-19 and political controversy. 
But one aspect of Beijing's atmosphere has clearly improved: the air itself. While the 2008 Games were marked by some of the worst air quality in Olympic history, China's 'war against pollution' has advanced so much since that Olympians this month could glimpse the previously smog-enshrouded mountains surrounding the city.",vox.com,289,news,US,en,"['Siobhan Mcdonough', 'Ellen Ioanes', 'Muizz Akhtar', 'Ian Millhiser', 'Jen Kirby', 'Jonathan Guyer', 'Madeline Marshall', 'Feb']",https://cdn.vox-cdn.com/thumbor/oj3CzPK5mMLz5DERobRGJgV5JJc=/0x402:5616x3342/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/23250159/GettyImages_490452539.jpg,False,voxdotcom,11.606723,0012c1200f35d5436cfd5039ce947437,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
56,NFI announces 130 BYD ADL electric double deck bus order for Zenobē's National Express Coventry ETaaS fleet,Nfi Group Inc,2022-02-17 13:04:00,full,https://finance.yahoo.com/news/nfi-announces-130-byd-adl-130400600.html,yahoo.com,NFI - BYD ADL Enviro400EV for National Express CoventryNFI - BYD ADL Enviro400EV for National Express Coventry - zero-emission battery-electric bus,"NFI Group Inc

NFI - BYD ADL Enviro400EV for National Express Coventry

NFI - BYD ADL Enviro400EV for National Express Coventry - zero-emission battery-electric bus

LARBERT, Scotland, Feb. 17, 2022 (GLOBE NEWSWIRE) -- (TSX: NFI, OTC: NFYEF, TSX: NFI.DB) NFI Group Inc. ('NFI'), a leading independent bus and coach manufacturer and a leader in electric mass mobility solutions, subsidiary Alexander Dennis Limited ('ADL') and BYD UK jointly announced today that their electric vehicle partnership will supply over 130 battery-electric double deck buses to EV fleet and battery storage specialist Zenobē and National Express, and will support these vehicles with spare parts over a period of 16 years.",yahoo.com,30,news,US,en,['Nfi Group Inc'],https://s.yimg.com/ny/api/res/1.2/lbz0QYvk6EkQNS6X5LYPFg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/uu/api/res/1.2/2ZsRmXnAPGRIfu1eid18JQ--~B/aD0xMjgwO3c9MTkyMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/globenewswire.com/484a65d274b1124b3f052f3080a3eb58,False,,11.500065,7c91c0d9bdbe57b8994d1b80e67a2bf5,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
57,The pandemic showed why social and structural determinants of health matter. Now it's time for policymakers to act.,How We Rise,2022-02-18 18:00:52,full,https://www.brookings.edu/blog/how-we-rise/2022/02/18/the-pandemic-showed-why-social-and-structural-determinants-of-health-matter-now-its-time-for-policymakers-to-act,brookings.edu,The pandemic has a disproportionate impact on Black and Latino communities—both from an economic and a health perspective. It's crucial that we recognize the racial differences in Covid-19 cases and…,"The Covid-19 pandemic has had a disproportionately devastating impact on Black and Latino communities—both from an economic and a health perspective. Last year, Black and Latino individuals experienced 2.9 and 3-year declines in life expectancy respectively, largely due to Covid-19 deaths. That is roughly 2.5 times the decline for white individuals.
As the Omicron variant continues to spread and we wait for this most recent wave to break, it is crucial that we not only recognize the racial differences in Covid-19 cases and deaths thus far but also begin to understand the underlying mechanisms that give rise to these disparities.",brookings.edu,753,science,US,en,"['Anthony Barr', 'Ariel Gelrud Shiro', 'How We Rise']",https://www.brookings.edu/wp-content/uploads/2021/12/2020-08-18T022448Z_762773822_RC20GI9OEMPZ_RTRMADP_3_USA-ELECTION-CONVENTION-1.jpg?w=1200&h=630&crop=1,False,@BrookingsInst,11.465169,0bc966c933554f2750ccf6c493db5012,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
58,NFI announces 130 BYD ADL electric double deck bus order for Zenobē's National Express Coventry ETaaS fleet,Nfi Group Inc,2022-02-17 13:30:00,timezone unknown,https://www.globenewswire.com/news-release/2022/02/17/2387139/0/en/NFI-announces-130-BYD-ADL-electric-double-deck-bus-order-for-Zenob%C4%93-s-National-Express-Coventry-ETaaS-fleet.html,globenewswire.com,"LARBERT, Scotland, Feb. 17, 2022 (GLOBE NEWSWIRE) -- (TSX: NFI, OTC: NFYEF, TSX: NFI.DB) NFI Group Inc. ('NFI'), a leading independent bus and coach...","LARBERT, Scotland, Feb. 17, 2022 (GLOBE NEWSWIRE) -- (TSX: NFI, OTC: NFYEF, TSX: NFI.DB) NFI Group Inc. ('NFI'), a leading independent bus and coach manufacturer and a leader in electric mass mobility solutions, subsidiary Alexander Dennis Limited ('ADL') and BYD UK jointly announced today that their electric vehicle partnership will supply over 130 battery-electric double deck buses to EV fleet and battery storage specialist Zenobē and National Express, and will support these vehicles with spare parts over a period of 16 years.",globenewswire.com,610,news,US,en,['Nfi Group Inc'],https://ml.globenewswire.com/Resource/Download/ccb77a25-592a-473a-84a9-8988505520e1?size=1,False,globenewswire,11.450418,8ac759331336f6af308dc39618849c45,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
59,"Forget AI and 5G, it's low-tech solutions that will help our planet",The Conversation,2022-02-22 12:56:33,full,https://thenextweb.com/news/its-low-tech-solutions-that-will-help-our-planet-sustainability,thenextweb.com,"Low-tech solutions prioritize simplicity and durability, local manufacture, as well as traditional or ancient techniques.","It's a popular idea that the path to sustainability lies in high-tech solutions. By making everyday items like cars electric, and installing smart systems to monitor and reduce energy use, it seems we'll still be able to enjoy the comforts to which we've become accustomed while doing our bit for the planet – a state known as 'green growth'.
But the risks of this approach are becoming ever clearer. Many modern technologies use materials like copper, cobalt, lithium and rare earth elements. These metals are in devices like cell phones, televisions, and motors.",thenextweb.com,647,news,US,en,"['The Conversation', 'Story By']",https://img-cdn.tnwcdn.com/image/shift?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2022%2F02%2Fwatermill.jpg&signature=aff24e854e8ada7bd16fc342bf4e485c,False,@thenextweb,11.233834,9127559f9cb1d58776bf4ef30c47d55c,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
60,"The Best Jogging Strollers, According To These Rave Amazon Reviews",Shopping Writer At Huffpost,2022-02-23 10:45:02,full,https://www.huffpost.com/entry/best-jogging-strollers_l_6214eda1e4b06e1cc585b5e9,huffpost.com,Get those steps in and bring your little one along for the ride with these highly rated jogging strollers.,"Parents who desire an active lifestyle know the struggle of balancing taking care of their kids and getting in adequate workouts. If this sounds like you, you're probably looking for ways to combine the two. That's where having a good jogging stroller comes in. Even though these strollers are designed for use while jogging, they can also serve as everyday strollers if speed walking or jogging isn't your thing. Their features include flexible, reclining seats in which little ones can lie or sit upright, storage space to hold on-the-go essentials and swivel front wheels that lock in place for convenience.",huffpost.com,248,news,US,en,['Shopping Writer At Huffpost'],https://img.huffingtonpost.com/asset/6214f747250000a05f2b2809.png?cache=901ebMbGqe&ops=1778_1000,False,@HuffPostLife,11.190512,83574b2e8aec4751994da46d4f65b599,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
61,Toll Brothers Announces Two New Luxury Home Communities Now Open in New Jersey,Toll Brothers,2022-02-17 00:00:00,date,https://www.globenewswire.com/news-release/2022/02/17/2387125/0/en/Toll-Brothers-Announces-Two-New-Luxury-Home-Communities-Now-Open-in-New-Jersey.html,globenewswire.com,Construction has Begun at Middletown Walk and Enclave at Chatham...,"Freehold, N.J., Feb. 17, 2022 (GLOBE NEWSWIRE) -- Toll Brothers, Inc. (NYSE:TOL), the nation's leading builder of luxury homes, today announced two brand-new luxury home communities now open for sale in New Jersey, Middletown Walk and Enclave at Chatham, further expanding the company's footprint in Monmouth and Morris Counties, respectively. Elegant and urban-inspired, Middletown Walk delivers city-like sophistication in Middletown, Monmouth County. Homeowners will enjoy three-level luxury townhome living in over 3,000 square feet including 3-4 bedrooms, 2-3 baths, and 2-car garages, plus home office space and a private outdoor terrace that provides the perfect location for relaxation and entertaining.",globenewswire.com,610,news,US,en,['Toll Brothers'],https://ml.globenewswire.com/Resource/Download/7529a0c6-4ba1-4236-825b-0a8b3faf8c0a?size=3,False,globenewswire,11.035842,831fdff1fa41dcd4507f227a46f5cd3c,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
62,2023 Genesis G90 First Look: Top Luxury With Automatic Doors and Anti-COVID Tech,Daniel Golson,2022-02-17 21:01:03,full,https://www.cnet.com/roadshow/news/2023-genesis-g90-first-look-top-luxury-with-automatic-doors-and-anti-covid-tech,cnet.com,"The new Genesis G90 is absolutely packed with features, from automatic doors to a foot massager to a germ-killing UV-light.","We got a glimpse of the redesigned 2023 Genesis G90 sedan in person this week, and it's even more stunning than in the photos. The luxury flagship comes with everything from a footrest to massaging rear seats to a germ-busting UV light for your phone in the rear-seat armrest.Getting specs out of the way first, at 207.7 inches long, the new G90 is nearly 2 inches longer than the outgoing model and has a wheelbase that's almost an inch longer. The long-wheelbase model, which unfortunately will not be coming to the US, increases the wheelbase by 7.",cnet.com,132,news,US,en,['Daniel Golson'],https://www.cnet.com/a/img/resize/5fff96151dd8601a612c6d81c7e9366cc2784f6b/2021/12/14/d2a9a69d-d07f-43f5-8778-449356b935ef/2023-genesis-g90-ogi.jpg?auto=webp&amp;fit=crop&amp;height=630&amp;width=1200,False,@CNET,10.921618,071ed99efccd29bc99d6b220a1f83907,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
63,Low-technology: why sustainability doesn't have to depend on high-tech solutions,Chris McMahon,2022-02-18 15:56:51,full,https://theconversation.com/low-technology-why-sustainability-doesnt-have-to-depend-on-high-tech-solutions-176611,theconversation.com,The principles of the low-tech movement offer a solution to overconsumption and rising emissions.,"It's a popular idea that the path to sustainability lies in high-tech solutions. By making everyday items like cars electric, and installing smart systems to monitor and reduce energy use, it seems we'll still be able to enjoy the comforts to which we've become accustomed while doing our bit for the planet – a state known as 'green growth'. But the risks of this approach are becoming ever clearer. Many modern technologies use materials like copper, cobalt, lithium and rare earth elements. These metals are in devices like cell phones, televisions and motors.","Licensed as Creative Commons – attribution, no derivatives.",361,entertainment,AU,en,"['Chris McMahon, Senior Research Fellow in Engineering, University of Bristol']",https://images.theconversation.com/files/447279/original/file-20220218-42994-1oq89zn.jpg?ixlib=rb-1.1.0&rect=17%2C198%2C1917%2C957&q=45&auto=format&w=1356&h=668&fit=crop,False,@cmcmahon_bris,10.918116,e787ed0efc5d5da6193ae29950eff94a,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
64,Toll Brothers Announces Two New Luxury Home Communities Now Open in New Jersey,Toll Brothers,2022-02-17 13:30:00,timezone unknown,https://finance.yahoo.com/news/toll-brothers-announces-two-luxury-130000830.html,yahoo.com,Construction has Begun at Middletown Walk and Enclave at ChathamEnclave at Chatham by Toll BrothersToll Brothers announces two new luxury home communities now open in Monmouth and Morris…,"Construction has Begun at Middletown Walk and Enclave at Chatham

Enclave at Chatham by Toll Brothers

Toll Brothers announces two new luxury home communities now open in Monmouth and Morris Counties.

Middletown Walk by Toll Brothers

'We've experienced unprecedented interest in both Middletown Walk and Enclave at Chatham, and we are excited to add these new home communities to our offerings across the state,' said Craig Cherry, Division President of Toll Brothers in New Jersey.

Freehold, N.J., Feb.",yahoo.com,30,news,US,en,['Toll Brothers'],https://s.yimg.com/uu/api/res/1.2/xW9HKVWmjQqVe35pmDpufw--~B/aD03MzM7dz0xMTAwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/globenewswire.com/da2f6302af5d679541d8f2e26d1a6d3a,False,,10.569603,64a70e4fe687147ba4069fd6a02ba7c1,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
65,Putin 'on brink of invading': as Americans in Russia warned of threat,Rachel Bunyan,2022-02-20 23:55:49,full,https://www.dailymail.co.uk/news/article-10533773/Putin-brink-invading-intelligence-says-plans-place-190-000-troops-ready-strike.html,dailymail.co.uk,US intelligence sources claimed Russian commanders on the ground have received orders to proceed with an invasion of Kiev and they are now making specific battle plans,"Published: 18:55 EST, 20 February 2022 | Updated: 18:55 EST, 20 February 2022 Vladimir Putin has ordered Russian troops to invade Ukraine with 190,000 soldiers ready to strike, U.S. intelligence sources have claimed as Americans are being warned of an impending terrorist threat.Americans were cautioned to make plans to escape Russia and St. Petersburg amid warnings of attacks in the cities. Tensions continued escalating Sunday, with sources alleging that Russian commanders on the ground received orders to proceed with an invasion of Kiev.",Copyright 2022 Associated Newspapers Ltd,128,news,GB,en,"['Rachel Bunyan', 'Rachel Bunyan For Dailymail.Com', 'Nick Craven In Kiev', 'James Franey Europe Correspondent For The Daily Mail']",https://i.dailymail.co.uk/1s/2022/02/20/17/54429805-0-image-a-17_1645377098227.jpg,False,,10.52906,245dd8332e8b7061c8e4395f6b3b9dff,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
66,"Gun crimes grab most media attention, while gun use in self-defense gets merely a fraction: experts",Emma Colton,2022-02-20 06:59:40,full,https://www.foxnews.com/us/americans-guns-self-defense-thwart-crimes-data,foxnews.com,"Reports of Americans using guns to defend themselves and thwart crimes often fly under the radar, but studies show millions of Americans use guns in self-defense each year","Americans across the country have used legal guns to defend themselves and thwart crimes, but the reports often fly under the radar and most people are unaware how often guns are used in self-defense cases. ""Having a gun is by far the safest course of action when people are facing a criminal by themselves,"" Dr. John Lott, an economist and president of the Crime Prevention Research Center, told Fox News Digital. He pointed to women in particular, who ""behave passively"" and are ""about 2.4 times more likely to end up being seriously injured than a woman who has a gun to protect herself.",foxnews.com,236,news,US,en,"['Emma Colton', 'Chicago Crime Victim', 'Dr. John Lott', 'Crime Prevention Research Center']",https://static.foxnews.com/foxnews.com/content/uploads/2021/05/GettyImages-502016288.jpg,False,@foxnews,10.515914,0e941a18f24d1a3428b31a21d667407d,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
67,VW taps into microbus nostalgia with all-electric ID Buzz,Michael Sheridan,2022-02-20 23:01:00,full,https://www.irishtimes.com/life-and-style/motors/vw-taps-into-microbus-nostalgia-with-all-electric-id-buzz-1.4804304,irishtimes.com,ID Buzz will initially arrive as a five-seater or a commercial ID Cargo van,"Amid the revolutionary upheaval in the motor industry, Volkswagen is hoping it can get an edge on newcomers by tapping into some retro appeal. Early next month Volkswagen will fully reveal its much-hyped all-electric ID Buzz to the world. Its retro design blatantly taps into a rich vein of nostalgia, paying homage to the famed VW T1 ‘Bulli' van. In its latest guise, the ID Buzz will initially arrive as a five-seater or a commercial ID Cargo van. Both variants feature an 82kWh (77kWh net) rechargeable battery and a 150kW (200hp) electric motor.",irishtimes.com,860,news,IE,en,[],https://www.irishtimes.com/image-creator/?id=1.4804302&origw=1440,False,@IrishTimesLife,10.462197,e04cf5ea935cfc89c1bff6a65ff11698,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
68,UK's cities ranked most expensive in Europe for public transport,Jon Stone,2022-02-24 16:09:04,full,https://www.independent.co.uk/news/uk/politics/uk-public-transport-most-expensive-b2022534.html,independent.co.uk,Study of 36 major cities across continent found England's biggest at the bottom in terms of affordability,"England's three largest cities are also the three most expensive in Europe for public transport, a new study has found. London, Manchester and Birmingham occupied the three bottom spots in a ranking of 36 metropoles by affordability. Researchers looked at the price of a monthly travel pass in the cities and compared the cost to the average household budget in them.London ranked bottom with its £167.10 zone 1-3 price cap taking up 9.6 per cent of average household budget. By contrast an equivalent pass in Copenhagen, the most proportionally affordable city, takes up just 1.",ESI Media Ltd or its affiliated companies. All rights reserved. 2022,160,news,GB,en,['Jon Stone'],https://static.independent.co.uk/2022/02/24/15/iStock-1305650393.jpg?quality=75&width=1200&auto=webp,False,@Independent,10.435338,010148aa0ee497d78771744bd556cd80,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
69,Top tech hubs in the US,Matthew Sweeney,2022-02-22 18:23:01,full,https://www.zdnet.com/education/computers-tech/top-tech-hubs-in-the-us,zdnet.com,Relocating to a tech hub can make it easy for you to build the life you want in a city that fits your lifestyle. Read on for our list of the best cities for tech jobs.,"Are you looking to kick start a career as a tech professional? Consider relocating to a new city where the tech industry is booming. Thanks to factors such as the expansion of industry giants such as Amazon and an increase in STEM majors, new US tech hubs have appeared across the country. The best cities for tech jobs now extend far beyond Silicon Valley and New York City.For the following article, we have surveyed the best tech hubs based on factors including salary, population growth, racial diversity, number of tech professionals employed, and more.",zdnet.com,298,economics,US,en,['Matthew Sweeney'],https://www.zdnet.com/a/img/resize/0ea47e8a230b92f23f73ec603f750f2763ac0d29/2022/02/21/068714d4-b5db-4385-9da7-b3733aca033c/gettyimages-821125840.jpg?width=770&height=578&fit=crop&auto=webp,False,@ZDNet,10.196825,dc8a4cec9129a84bba4b67da666a8810,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
